description,product_link
Women's 721 High Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-high-rise-skinny-jeans/244750118.html
Women's Mid Rise Relaxed Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-relaxed-fit-jeans/A54670000.html
Women's 314 Shaping Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-314-shaping-straight-jeans/A39390001.html
Levi’s® Women's 721 High-Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-721-high-rise-skinny-jeans/526410121.html
Women's Mid Rise Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-bootcut-jeans/A25040011.html
Women's Mid Rise Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-bootcut-jeans/A55350002.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060472.html
Levi's x Deepika Padukone High Loose Jeans,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-high-loose-jeans/A25120005.html
Levi's x Deepika Padukone Emerald High Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-emerald-high-straight-jeans/A14720007.html
women's Flaired Fit Pant,https://www.levi.in/women/clothing/jeans/womens-flaired-fit-pant/179730017.html
Women's 312 Shaping Slim Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-312-shaping-slim-jeans/729110007.html
Women's Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-straight-fit-jeans/A25040002.html
Women's 721 High Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-high-rise-skinny-jeans/244750117.html
Women's 710 Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-710-super-skinny-jeans/213250299.html
Levi’s® Women's Ribcage Straight Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-ribcage-straight-jeans/A25380004.html
Women's High Rise Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-straight-fit-jeans/A14720017.html
Women's High Rise Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-straight-fit-jeans/A14720014.html
Women's High Rise Flared Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-flared-jeans/A14710014.html
Women's Mid Rise 501 Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-501-regular-fit-jeans/A52400001.html
Women's 721 High-Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-high-rise-skinny-jeans/244750122.html
Levi’s® Women's 311 Shaping Skinny Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-311-shaping-skinny-jeans/219440152.html
Levi’s® Women's 712 Slim Fit Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-712-slim-fit-jeans/A05920015.html
Women's 724 Blue High Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/womens-724-blue-high-rise-straight-jeans/676670035.html
Women's 711 Blue Mid Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-711-blue-mid-rise-skinny-jeans/596080035.html
Women's High-Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-high-rise-straight-jeans/225910010.html
Women's Mile High Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-mile-high-super-skinny-jeans/526410106.html
Women's High Rise Wide Leg Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-wide-leg-jeans/A54670004.html
Women's 710 Super Skinny Fit Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-fit-jeans/213250280.html
Levi’s® Women's 712 Slim Fit Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-712-slim-fit-jeans/A05920014.html
Women's Blue Wide Leg Jeans,https://www.levi.in/women/clothing/jeans/womens-blue-wide-leg-jeans/179730011.html
Women's 312 Shaping Slim Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-312-shaping-slim-jeans/218310119.html
Women's High Rise Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-straight-fit-jeans/A14720015.html
Women's 710 Super Skinny Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-jeans/213250248.html
Women's Mid Rise 312 Slim Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-312-slim-fit-jeans/729110015.html
Women's Mid Rise Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-straight-fit-jeans/A14720018.html
Women's Mid Rise 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-711-skinny-jeans/244750155.html
Women's Mid Rise 710 Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-710-super-skinny-jeans/213250324.html
Women's Mid Rise 311 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-311-skinny-fit-jeans/A25560003.html
women's Mid Rise Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-regular-fit-jeans/A55330001.html
Women's Mid Rise 726 Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-726-bootcut-jeans/A39400006.html
Women's High Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-skinny-jeans/594580026.html
Women's Mid Rise Mile High Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-mile-high-skinny-jeans/526410134.html
Women's Mid Rise 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-711-skinny-fit-jeans/833860028.html
Women's Mile High Classic Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mile-high-classic-fit-jeans/526410131.html
Women's Mid Rise 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-711-skinny-fit-jeans/833860027.html
Women's Mid Rise Baggy Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-baggy-fit-jeans/A39510007.html
Women's Mid Rise 725 Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-725-skinny-jeans/A61100000.html
Women's Mid Rise 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-711-skinny-fit-jeans/A25500008.html
Women's High Rise Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-skinny-fit-jeans/526410111.html
Women's Mid Rise 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-711-skinny-fit-jeans/A25500007.html
Women's Mid Rise 725 Flared Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-725-flared-jeans/225950024.html
Women's Mid Rise Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-bootcut-jeans/A55350000.html
Women's Mid Rise Loose Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-loose-fit-jeans/219420020.html
Women's High Rise 721 Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-721-skinny-jeans/244750144.html
Women's High Rise Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-skinny-fit-jeans/594580028.html
Women's Mid Rise Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-bootcut-jeans/A31880006.html
Women's Mid Rise Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-regular-fit-jeans/A31880007.html
Women's High Rise 721 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-721-skinny-fit-jeans/244750151.html
Women's Blue 70'S High Rise Flare Jeans,https://www.levi.in/women/clothing/jeans/womens-blue-70s-high-rise-flare-jeans/A14710003.html
Levi’s® Women's 712 Slim Fit Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-712-slim-fit-jeans/A05920012.html
Levi's x Deepika Padukone Mile High Wide Leg Jeans,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-mile-high-wide-leg-jeans/A39830000.html
Women's Wedgie Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-wedgie-skinny-jeans/A25140002.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060558.html
Women's 311 Shaping Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-311-shaping-skinny-jeans/219440138.html
Women's Mid Rise Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-straight-fit-jeans/A54670002.html
Women's Wedgie High Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/womens-wedgie-high-rise-straight-jeans/A25040008.html
Levi’s® Women's 311 Shaping Skinny Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-311-shaping-skinny-jeans/A25560002.html
Women's Mile High Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-mile-high-super-skinny-jeans/526410108.html
Women's High Rise 501 Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-501-regular-fit-jeans/A19590017.html
Levi’s® Women's High Loose Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-high-loose-jeans/A39410004.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/A25500004.html
Women's High Rise Loose Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-loose-fit-jeans/A25120013.html
Levi’s® Women's 721 High-Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-721-high-rise-skinny-jeans/594580022.html
Women's 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-fit-jeans/213060532.html
Women's Revel Shaping High-Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-revel-shaping-high-rise-skinny-jeans/748960036.html
Women's 724 High-Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-724-high-rise-straight-jeans/676670038.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/596080033.html
Women's 710 Super Skinny Fit Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-fit-jeans/213250278.html
Women's High Rise Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-straight-fit-jeans/A55990000.html
Revel™ Shaping Skinny Jeans,https://www.levi.in/women/clothing/jeans/revel-shaping-skinny-jeans/362660021.html
Women's 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-fit-jeans/213060518.html
Women's 312 Shaping Slim Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-312-shaping-slim-jeans/729110013.html
Women's 312 Blue High Rise Slim Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-312-blue-high-rise-slim-fit-jeans/218310120.html
Women's 725 Bootcut Jeans,https://www.levi.in/women/jeans-by-style/725-high-rise-boot-cut/levis-womens-725-bootcut-jeans/225950018.html
Women's High Rise Flaired Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-flaired-fit-jeans/A54670001.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060568.html
Women's 721 High Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-high-rise-skinny-jeans/A14970000.html
Women's 710 Super Skinny Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-jeans/213250262.html
Women's 710 Super Skinny Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-jeans/213250261.html
Women's 726 Flare Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-726-flare-jeans/A39400001.html
Levi’s® Women's High Loose Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-high-loose-jeans/A25120009.html
Women's 311 Blue Mid Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-311-blue-mid-rise-skinny-jeans/A25560000.html
Women's High-Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-high-rise-straight-jeans/219420011.html
Women's Mid Rise Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-regular-fit-jeans/A55480000.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060474.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060465.html
Women's 501® ‘90s Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-501-%E2%80%9890s-jeans-/A19590010.html
Women's High Rise 724 Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-724-straight-fit-jeans/676670042.html
710 Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-710-super-skinny-jeans/213250256.html
Women's 721 High Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-high-rise-skinny-jeans/244750113.html
Women's High Rise 724 Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-724-straight-fit-jeans/676670041.html
Women's 721 High-Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-high-rise-skinny-jeans/244750125.html
Levi’s® Women's Loose Fit Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-loose-fit-jeans/A39540004.html
Universal Monsters® x Levi’s® Women's '90s 501® Jeans,https://www.levi.in/women/clothing/jeans/universal-monsters-x-levi%E2%80%99s-womens-90s-501-jeans/A36830000.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/596080032.html
Women's 315 Shaping Bootcut Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-315-shaping-bootcut-jeans/219530016.html
LEVI'S 715 SKINNY FIT JEANS,https://www.levi.in/women/clothing/jeans/levis-715-skinny-fit-jeans/328900069.html
Women's High-Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-high-rise-straight-jeans/A14720010.html
Women's Mid Rise Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-regular-fit-jeans/A55980002.html
Women's 725 Bootcut Jeans,https://www.levi.in/women/jeans-by-style/725-high-rise-boot-cut/levis-womens-725-bootcut-jeans/225950017.html
Women's Mid Rise 725 Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-725-bootcut-jeans/A61100002.html
Women's High Rise Loose Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-loose-fit-jeans/A54700000.html
Women's 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-fit-jeans/833860015.html
Women's Mid Rise Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-straight-fit-jeans/A39510005.html
Women's 312 Shaping Slim Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-312-shaping-slim-jeans/218310122.html
Women's 725 High-Rise Bootcut Jeans,https://www.levi.in/women/jeans-by-style/725-high-rise-boot-cut/levis-womens-725-high-rise-bootcut-jeans/225950011.html
Levi’s® Women's High-Waisted Tapered Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-high-waisted-tapered-jeans/A39510002.html
Women's High Rise 501 Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-501-regular-fit-jeans/A19590019.html
Women's Mid Rise Baggy Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-baggy-fit-jeans/A39410009.html
Women's 712 Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-712-straight-fit-jeans/A05920007.html
Women's 724 Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-724-straight-jeans/676670036.html
Women's 726 Flare Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-726-flare-jeans/A41260000.html
Levi's x Deepika Padukone Bootcut Jeans,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-bootcut-jeans/A14710010.html
Women's 710 Blue Mid Rise Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-710-blue-mid-rise-super-skinny-jeans/213250215.html
Women's 501® Original Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-501-original-fit-jeans/125010381.html
Women's High Rise Baggy Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-baggy-fit-jeans/A39410007.html
Women's 721 Blue High Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-721-blue-high-rise-skinny-jeans/244750087.html
Women's 710 Super Skinny Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-jeans/213250251.html
Women's Mid Rise Baggy Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-baggy-fit-jeans/A39410010.html
Women's 501 Originals Brown Straight Jeans,https://www.levi.in/women/clothing/jeans/womens-501-originals-brown-straight-jeans/A70830000.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060460.html
Women's Boyfriend Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-boyfriend-fit-jeans/833860020.html
Women's Blue Mile high Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-blue-mile-high-super-skinny-jeans/526410104.html
Women's 724 High-Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-724-high-rise-straight-jeans/676670037.html
Women's High Rise Loose Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-loose-fit-jeans/A37120000.html
Women's 715 Boot Cut Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-715-boot-cut-jeans/328900068.html
Ribcage Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-ribcage-straight-fit-jeans/A14820000.html
Women's High Rise Loose Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-loose-fit-jeans/A25120010.html
Levi's x Deepika Padukone 70s High Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-70s-high-straight-jeans/A14720008.html
Women's 501® ‘90s Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-501-%E2%80%9890s-jeans-/A19590007.html
Levi's x Deepika Padukone Baggy Jeans,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-baggy-jeans/A49910000.html
Women's 710 Super Skinny Fit Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-fit-jeans/213250266.html
Women's 710 Super Skinny Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-jeans/213250263.html
Women's Slim Fit Joggers,https://www.levi.in/women/clothing/jeans/levis-womens-slim-fit-joggers/A13420004.html
Women's Cropped Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-cropped-fit-jeans/A31880001.html
Women's 315 Blue High Rise Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-315-blue-high-rise-bootcut-jeans/219530015.html
Levi’s® Women's High-Waisted Tapered Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-high-waisted-tapered-jeans/A39510001.html
Women's 711 Black Mid Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-711-black-mid-rise-skinny-jeans/213060554.html
Levi's x Deepika Padukone Altered High Loose Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-altered-high-loose-straight-jeans/A23920000.html
Women's 721 High-Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-high-rise-skinny-jeans/244750124.html
Levi’s® Women's 712 Slim Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-712-slim-straight-fit-jeans/A41220000.html
711 Line 8 Skinny Jeans,https://www.levi.in/closeout/711-line-8-skinny-jeans/341210026.html
711 Styled Denim Skinny Jeans,https://www.levi.in/women/clothing/jeans/711-styled-denim-skinny-jeans/329710043.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/596080036.html
Women's High Rise 721 Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-721-skinny-jeans/244750147.html
Women's 710 Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-710-super-skinny-jeans/A27730000.html
710 Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/710-super-skinny-jeans/213250185.html
Women's Mid Rise 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-711-skinny-fit-jeans/A25500010.html
Women's Mid Rise Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-regular-fit-jeans/A55330000.html
Women's 721 High Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-high-rise-skinny-jeans/A15030001.html
Women's 710 Super Skinny Fit Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-fit-jeans/213250270.html
Women's 715 Blue Mid Rise Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-715-blue-mid-rise-bootcut-jeans/328900063.html
Women's 715 Blue Mid Rise Bootcut Jeans,https://www.levi.in/women/clothing/jeans/womens-715-blue-mid-rise-bootcut-jeans/328900047.html
Women's 724 High Rise Slim Straight Jeans,https://www.levi.in/women/clothing/jeans/womens-724-high-rise-slim-straight-jeans/A27750000.html
Women's 725 Bootcut Jeans,https://www.levi.in/women/jeans-by-style/725-high-rise-boot-cut/levis-womens-725-bootcut-jeans/225950014.html
710 Super Skinny Jeans,https://www.levi.in/sale/women-2/710-super-skinny-jeans/213250217.html
Women's 501® Cropped Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-501-cropped-jeans/362000219.html
Women's High-Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-high-rise-straight-jeans/219420010.html
Women's 724 Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-724-straight-jeans/676670031.html
Women's 725 High Rise Bootcut Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-725-high-rise-bootcut-jeans/225950005.html
Women's Blue High Rise Loose Jeans,https://www.levi.in/women/clothing/jeans/womens-blue-high-rise-loose-jeans/A25120000.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060501.html
Women's Blue Wide Leg Jeans,https://www.levi.in/women/clothing/jeans/womens-blue-wide-leg-jeans/179730010.html
Women's 721 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-721-skinny-jeans/A41200001.html
Women's 710 Blue Mid Rise Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-710-blue-mid-rise-super-skinny-jeans/213250231.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060464.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060467.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060438.html
XX Chino 310 Shaping Super Skinny Jeans,https://www.levi.in/sale/flash-sale-1/levis-xx-chino-310-shaping-super-skinny-jeans/743780018.html
Women's 315 Shaping Boot Cut Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-315-shaping-boot-cut-jeans/219530014.html
Levi's 715® Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-715-skinny-fit-jeans/328900056.html
Women's High-Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-high-rise-straight-jeans/A25040006.html
Levi's 715® Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-715-skinny-fit-jeans/328900058.html
Women's 711 Skinny Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-fit-jeans/213060520.html
Women's Blue Mid Rise Wide Leg Jeans,https://www.levi.in/women/clothing/jeans/womens-blue-mid-rise-wide-leg-jeans/A25460000.html
Women's 312 Shaping Slim Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-312-shaping-slim-jeans/218310106.html
Levi's x Deepika Padukone Ribcage Jeans,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-ribcage-jeans/A14900001.html
Levi’s® Women's Ribcage Bootcut Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-ribcage-bootcut-jeans/A31880002.html
Women's Wide Leg Trouser,https://www.levi.in/women/clothing/jeans/womens-wide-leg-trouser/179730008.html
Women's 711 Blue Mid Rise Skinny Jeans,https://www.levi.in/women/clothing/jeans/womens-711-blue-mid-rise-skinny-jeans/213060481.html
Women's 312 Shaping Slim Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-312-shaping-slim-jeans/218310111.html
Women's 725 High-Rise Bootcut Jeans,https://www.levi.in/women/jeans-by-style/725-high-rise-boot-cut/levis-womens-725-high-rise-bootcut-jeans/225950013.html
Women's 712 Straight Fit Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-712-straight-fit-jeans/A05920009.html
Women's 710 Super Skinny Fit Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-710-super-skinny-fit-jeans/213250275.html
711 Styled Denim Skinny Jeans,https://www.levi.in/women/clothing/jeans/711-styled-denim-skinny-jeans/329710051.html
Levi’s® Women's High Loose Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-high-loose-jeans/A25120007.html
Women's 312 Shaping Slim Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-312-shaping-slim-jeans/218310118.html
Women's Mid Rise 312 Slim Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-mid-rise-312-slim-fit-jeans/218310125.html
Revel™ Shaping Skinny Jeans,https://www.levi.in/women/clothing/jeans/revel-shaping-skinny-jeans/362660015.html
711 SKINNY JEANS,https://www.levi.in/women/clothing/jeans/711-skinny-jeans/213060259.html
Women's 715 Boot Cut Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-715-boot-cut-jeans/176110009.html
Women's 314 Shaping Mid Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/womens-314-shaping-mid-rise-straight-jeans/A39390000.html
Women's High Rise 501 Regular Fit Jeans,https://www.levi.in/women/clothing/jeans/womens-high-rise-501-regular-fit-jeans/125010415.html
Women's 724 Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-724-straight-jeans/676670033.html
Women's High-Rise Straight Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-high-rise-straight-jeans/A25100002.html
Women's 311 Shaping Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-311-shaping-skinny-jeans/219440133.html
Women's 710 Super Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-710-super-skinny-jeans/A15040000.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060458.html
Women's Mile High Super Skinny Jeans,https://www.levi.in/women/shop-jeans-by-fit/super-skinny/levis-womens-mile-high-super-skinny-jeans/526410109.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060468.html
Women's 711 Skinny Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-711-skinny-jeans/213060441.html
Levi's x Deepika Padukone High Rise Loose Fit Pants,https://www.levi.in/women/clothing/jeans/levis-x-deepika-padukone-high-rise-loose-fit-pants/A39540005.html
Women's High Loose Jeans,https://www.levi.in/women/clothing/jeans/levis-womens-high-loose-jeans/A25120002.html
Levi’s® Women's 501® Original Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-501-original-jeans/A25040009.html
Levi’s® Women's High Loose Jeans,https://www.levi.in/women/clothing/jeans/levi%E2%80%99s-womens-high-loose-jeans/A25120004.html
